train_id,train_number,service_date,section_id,section_name,train_type,scheduled_entry,scheduled_exit,historical_delay_minutes,direction,operational_status
TR-11471,11471,2026-09-12,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-12 20:28:54.255559,2026-09-12 20:53:54.255559,0,DN,DELAYED
TR-11472,11472,2026-09-12,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-12 21:38:44.440042,2026-09-12 22:03:44.440042,13,DN,SCHEDULED
TR-11473,11473,2026-09-12,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-12 23:00:07.427631,2026-09-12 23:35:07.427631,15,UP,SCHEDULED
TR-11474,11474,2026-09-12,SEC-B01,Badnera–Akola,EXPRESS,2026-09-12 23:55:39.931816,2026-09-13 00:25:39.931816,2,UP,SCHEDULED
TR-11475,11475,2026-09-12,SEC-B01,Badnera–Akola,SPECIAL,2026-09-12 01:29:38.117187,2026-09-12 02:04:38.117187,8,DN,RUNNING
TR-11476,11476,2026-09-12,SEC-B01,Badnera–Akola,FREIGHT,2026-09-12 03:06:59.739897,2026-09-12 03:31:59.739897,10,DN,SCHEDULED
TR-11477,11477,2026-09-12,SEC-B01,Badnera–Akola,FREIGHT,2026-09-12 04:22:31.253234,2026-09-12 04:47:31.253234,29,DN,DELAYED
TR-11478,11478,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 05:53:50.486274,2026-09-12 06:33:50.486274,11,UP,DELAYED
TR-11479,11479,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 07:25:25.796422,2026-09-12 08:05:25.796422,3,UP,SCHEDULED
TR-11480,11480,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 09:00:56.047375,2026-09-12 09:40:56.047375,0,DN,DELAYED
TR-11481,11481,2026-09-12,SEC-B01,Badnera–Akola,EXPRESS,2026-09-12 10:26:00.802873,2026-09-12 10:51:00.802873,0,DN,SCHEDULED
TR-11482,11482,2026-09-12,SEC-B01,Badnera–Akola,EXPRESS,2026-09-12 12:11:29.278271,2026-09-12 12:56:29.278271,5,UP,RUNNING
TR-11483,11483,2026-09-12,SEC-B01,Badnera–Akola,EXPRESS,2026-09-12 13:36:37.806413,2026-09-12 14:21:37.806413,0,UP,DELAYED
TR-11484,11484,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 15:05:29.803529,2026-09-12 15:50:29.803529,0,DN,RUNNING
TR-11485,11485,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 16:27:17.648150,2026-09-12 17:02:17.648150,0,UP,SCHEDULED
TR-11486,11486,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 18:10:03.348044,2026-09-12 18:40:03.348044,0,UP,SCHEDULED
TR-11487,11487,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 19:18:12.699303,2026-09-12 19:48:12.699303,15,DN,RUNNING
TR-11488,11488,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 21:00:46.478453,2026-09-12 21:45:46.478453,10,DN,SCHEDULED
TR-11489,11489,2026-09-12,SEC-B01,Badnera–Akola,PASSENGER,2026-09-12 22:33:10.716524,2026-09-12 22:58:10.716524,3,UP,RUNNING
TR-11490,11490,2026-09-12,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-12 00:12:51.126695,2026-09-12 00:37:51.126695,18,UP,RUNNING
TR-11491,11491,2026-09-12,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-12 01:31:44.435801,2026-09-12 02:11:44.435801,4,UP,DELAYED
TR-11492,11492,2026-09-12,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-12 02:52:58.468142,2026-09-12 03:17:58.468142,0,DN,SCHEDULED
TR-11493,11493,2026-09-12,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-12 04:43:20.286268,2026-09-12 05:28:20.286268,14,UP,DELAYED
TR-11494,11494,2026-09-12,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-12 05:56:33.595959,2026-09-12 06:26:33.595959,11,UP,DELAYED
TR-11495,11495,2026-09-12,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-12 07:33:45.585096,2026-09-12 08:03:45.585096,0,DN,SCHEDULED
TR-11496,11496,2026-09-12,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-12 09:07:59.310156,2026-09-12 09:52:59.310156,6,DN,RUNNING
TR-11497,11497,2026-09-12,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-12 10:41:29.083235,2026-09-12 11:11:29.083235,0,DN,DELAYED
TR-11498,11498,2026-09-12,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-12 11:55:07.523167,2026-09-12 12:25:07.523167,0,DN,RUNNING
TR-11499,11499,2026-09-12,SEC-B02,Akola–Bhusawal,SPECIAL,2026-09-12 13:42:04.472947,2026-09-12 14:27:04.472947,10,DN,RUNNING
TR-11500,11500,2026-09-12,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-12 14:57:22.217925,2026-09-12 15:37:22.217925,17,DN,DELAYED
TR-11501,11501,2026-09-12,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-12 16:22:13.300601,2026-09-12 17:07:13.300601,0,DN,RUNNING
TR-11502,11502,2026-09-12,SEC-B02,Akola–Bhusawal,SPECIAL,2026-09-12 18:13:50.973196,2026-09-12 18:53:50.973196,7,UP,SCHEDULED
TR-11503,11503,2026-09-12,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-12 19:44:29.321648,2026-09-12 20:29:29.321648,0,UP,RUNNING
TR-11504,11504,2026-09-12,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-12 20:45:11.823892,2026-09-12 21:15:11.823892,0,DN,SCHEDULED
TR-11505,11505,2026-09-12,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-12 22:38:08.741530,2026-09-12 23:13:08.741530,0,UP,SCHEDULED
TR-11506,11506,2026-09-12,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-12 23:46:07.925340,2026-09-13 00:21:07.925340,0,DN,RUNNING
TR-11507,11507,2026-09-12,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-12 02:35:41.325634,2026-09-12 03:05:41.325634,4,DN,SCHEDULED
TR-11508,11508,2026-09-12,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-12 04:50:06.876887,2026-09-12 05:35:06.876887,0,UP,RUNNING
TR-11509,11509,2026-09-12,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-12 07:20:47.227550,2026-09-12 07:50:47.227550,9,UP,DELAYED
TR-11510,11510,2026-09-12,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-12 09:40:16.058321,2026-09-12 10:05:16.058321,3,DN,SCHEDULED
TR-11511,11511,2026-09-12,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-12 12:08:24.219434,2026-09-12 12:43:24.219434,2,DN,RUNNING
TR-11512,11512,2026-09-12,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-12 14:36:54.442951,2026-09-12 15:01:54.442951,0,UP,DELAYED
TR-11513,11513,2026-09-12,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-12 17:00:51.575698,2026-09-12 17:40:51.575698,0,UP,RUNNING
TR-11514,11514,2026-09-12,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-12 19:13:11.873513,2026-09-12 19:43:11.873513,9,UP,SCHEDULED
TR-11515,11515,2026-09-12,SEC-C01,Bhusawal–Jalgaon,SPECIAL,2026-09-12 21:22:30.935665,2026-09-12 22:02:30.935665,7,UP,SCHEDULED
TR-11516,11516,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 23:57:57.484206,2026-09-14 00:37:57.484206,0,DN,SCHEDULED
TR-11517,11517,2026-09-13,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-13 01:04:43.811105,2026-09-13 01:29:43.811105,8,DN,SCHEDULED
TR-11518,11518,2026-09-13,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-13 02:07:51.894122,2026-09-13 02:47:51.894122,9,UP,SCHEDULED
TR-11519,11519,2026-09-13,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-13 03:15:47.478685,2026-09-13 03:45:47.478685,0,UP,DELAYED
TR-11520,11520,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 04:25:17.885217,2026-09-13 05:10:17.885217,7,UP,RUNNING
TR-11521,11521,2026-09-13,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-13 05:35:34.553054,2026-09-13 06:10:34.553054,3,UP,SCHEDULED
TR-11522,11522,2026-09-13,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-13 06:37:52.781960,2026-09-13 07:17:52.781960,11,UP,RUNNING
TR-11523,11523,2026-09-13,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-13 07:33:31.053928,2026-09-13 07:58:31.053928,0,UP,RUNNING
TR-11524,11524,2026-09-13,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-13 08:47:07.379608,2026-09-13 09:27:07.379608,0,DN,SCHEDULED
TR-11525,11525,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 10:01:49.038318,2026-09-13 10:31:49.038318,0,DN,SCHEDULED
TR-11526,11526,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 11:02:16.648081,2026-09-13 11:27:16.648081,4,UP,SCHEDULED
TR-11527,11527,2026-09-13,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-13 12:13:28.093647,2026-09-13 12:43:28.093647,5,DN,SCHEDULED
TR-11528,11528,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 13:00:45.161198,2026-09-13 13:25:45.161198,0,DN,SCHEDULED
TR-11529,11529,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 14:05:51.923549,2026-09-13 14:50:51.923549,8,DN,DELAYED
TR-11530,11530,2026-09-13,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-13 15:15:51.265576,2026-09-13 15:45:51.265576,0,UP,RUNNING
TR-11531,11531,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 16:24:18.499807,2026-09-13 17:09:18.499807,3,UP,SCHEDULED
TR-11532,11532,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 17:20:47.588010,2026-09-13 18:05:47.588010,0,DN,SCHEDULED
TR-11533,11533,2026-09-13,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-13 18:19:43.512390,2026-09-13 18:54:43.512390,3,DN,SCHEDULED
TR-11534,11534,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 19:23:45.250074,2026-09-13 20:03:45.250074,4,DN,DELAYED
TR-11535,11535,2026-09-13,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-13 20:57:56.083310,2026-09-13 21:22:56.083310,0,DN,DELAYED
TR-11536,11536,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 21:50:02.263707,2026-09-13 22:20:02.263707,1,DN,DELAYED
TR-11537,11537,2026-09-13,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-13 23:07:20.157224,2026-09-13 23:32:20.157224,11,DN,RUNNING
TR-11538,11538,2026-09-13,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-13 23:59:41.879122,2026-09-14 00:29:41.879122,0,DN,RUNNING
TR-11539,11539,2026-09-13,SEC-A02,Wardha–Badnera,SPECIAL,2026-09-13 01:09:12.688474,2026-09-13 01:39:12.688474,9,DN,SCHEDULED
TR-11540,11540,2026-09-13,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-13 02:14:40.971709,2026-09-13 02:54:40.971709,0,UP,DELAYED
TR-11541,11541,2026-09-13,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-13 03:29:50.227735,2026-09-13 03:59:50.227735,7,DN,SCHEDULED
TR-11542,11542,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 04:09:27.121940,2026-09-13 04:49:27.121940,18,UP,RUNNING
TR-11543,11543,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 05:19:29.013091,2026-09-13 05:49:29.013091,0,DN,DELAYED
TR-11544,11544,2026-09-13,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-13 06:27:36.348893,2026-09-13 07:12:36.348893,0,UP,DELAYED
TR-11545,11545,2026-09-13,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-13 07:39:25.345979,2026-09-13 08:09:25.345979,8,DN,DELAYED
TR-11546,11546,2026-09-13,SEC-A02,Wardha–Badnera,SPECIAL,2026-09-13 08:55:55.394706,2026-09-13 09:35:55.394706,2,UP,DELAYED
TR-11547,11547,2026-09-13,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-13 10:01:36.256363,2026-09-13 10:36:36.256363,6,UP,SCHEDULED
TR-11548,11548,2026-09-13,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-13 10:49:04.402933,2026-09-13 11:19:04.402933,0,DN,RUNNING
TR-11549,11549,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 12:13:50.153137,2026-09-13 12:48:50.153137,8,DN,SCHEDULED
TR-11550,11550,2026-09-13,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-13 13:13:49.666920,2026-09-13 13:38:49.666920,2,UP,DELAYED
TR-11551,11551,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 14:14:25.049164,2026-09-13 14:59:25.049164,16,UP,DELAYED
TR-11552,11552,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 15:08:19.746744,2026-09-13 15:33:19.746744,9,DN,SCHEDULED
TR-11553,11553,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 16:21:53.275167,2026-09-13 17:06:53.275167,10,DN,SCHEDULED
TR-11554,11554,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 17:37:50.196615,2026-09-13 18:17:50.196615,5,UP,SCHEDULED
TR-11555,11555,2026-09-13,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-13 18:24:30.927872,2026-09-13 19:04:30.927872,0,UP,RUNNING
TR-11556,11556,2026-09-13,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-13 19:51:41.265567,2026-09-13 20:21:41.265567,0,UP,SCHEDULED
TR-11557,11557,2026-09-13,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-13 20:30:37.227202,2026-09-13 21:10:37.227202,6,DN,RUNNING
TR-11558,11558,2026-09-13,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-13 22:00:05.649375,2026-09-13 22:30:05.649375,5,UP,DELAYED
TR-11559,11559,2026-09-13,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-13 23:01:36.324477,2026-09-13 23:41:36.324477,6,DN,DELAYED
TR-11560,11560,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 00:13:10.450440,2026-09-13 00:58:10.450440,22,UP,DELAYED
TR-11561,11561,2026-09-13,SEC-B01,Badnera–Akola,EXPRESS,2026-09-13 01:18:16.769327,2026-09-13 01:58:16.769327,10,UP,SCHEDULED
TR-11562,11562,2026-09-13,SEC-B01,Badnera–Akola,SPECIAL,2026-09-13 03:00:33.664775,2026-09-13 03:40:33.664775,1,UP,DELAYED
TR-11563,11563,2026-09-13,SEC-B01,Badnera–Akola,PASSENGER,2026-09-13 04:26:37.316133,2026-09-13 04:51:37.316133,12,DN,RUNNING
TR-11564,11564,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 06:11:31.915637,2026-09-13 06:46:31.915637,5,DN,RUNNING
TR-11565,11565,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 07:33:23.641703,2026-09-13 07:58:23.641703,0,UP,RUNNING
TR-11566,11566,2026-09-13,SEC-B01,Badnera–Akola,PASSENGER,2026-09-13 09:09:53.808308,2026-09-13 09:49:53.808308,0,UP,SCHEDULED
TR-11567,11567,2026-09-13,SEC-B01,Badnera–Akola,PASSENGER,2026-09-13 10:38:21.716055,2026-09-13 11:23:21.716055,0,DN,RUNNING
TR-11568,11568,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 11:58:31.594539,2026-09-13 12:28:31.594539,5,UP,RUNNING
TR-11569,11569,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 13:17:42.323390,2026-09-13 13:52:42.323390,8,UP,SCHEDULED
TR-11570,11570,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 14:47:44.144233,2026-09-13 15:27:44.144233,19,UP,DELAYED
TR-11571,11571,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 16:36:13.102414,2026-09-13 17:21:13.102414,10,UP,RUNNING
TR-11572,11572,2026-09-13,SEC-B01,Badnera–Akola,EXPRESS,2026-09-13 18:01:30.622594,2026-09-13 18:26:30.622594,2,DN,DELAYED
TR-11573,11573,2026-09-13,SEC-B01,Badnera–Akola,PASSENGER,2026-09-13 19:41:08.349726,2026-09-13 20:11:08.349726,9,UP,SCHEDULED
TR-11574,11574,2026-09-13,SEC-B01,Badnera–Akola,FREIGHT,2026-09-13 21:08:04.482234,2026-09-13 21:33:04.482234,0,DN,RUNNING
TR-11575,11575,2026-09-13,SEC-B01,Badnera–Akola,PASSENGER,2026-09-13 22:23:39.804967,2026-09-13 22:53:39.804967,5,UP,SCHEDULED
TR-11576,11576,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 23:45:06.359217,2026-09-14 00:20:06.359217,9,DN,RUNNING
TR-11577,11577,2026-09-13,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-13 01:31:18.302087,2026-09-13 01:56:18.302087,0,DN,SCHEDULED
TR-11578,11578,2026-09-13,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-13 02:51:30.372919,2026-09-13 03:31:30.372919,16,DN,SCHEDULED
TR-11579,11579,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 04:33:02.189820,2026-09-13 04:58:02.189820,6,DN,DELAYED
TR-11580,11580,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 06:03:51.543766,2026-09-13 06:33:51.543766,1,UP,SCHEDULED
TR-11581,11581,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 07:34:35.898381,2026-09-13 07:59:35.898381,8,UP,DELAYED
TR-11582,11582,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 09:10:08.425984,2026-09-13 09:45:08.425984,19,UP,SCHEDULED
TR-11583,11583,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 10:18:15.997762,2026-09-13 10:48:15.997762,5,DN,DELAYED
TR-11584,11584,2026-09-13,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-13 12:04:49.664300,2026-09-13 12:49:49.664300,9,UP,RUNNING
TR-11585,11585,2026-09-13,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-13 13:37:28.802656,2026-09-13 14:12:28.802656,0,UP,RUNNING
TR-11586,11586,2026-09-13,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-13 14:54:41.079332,2026-09-13 15:34:41.079332,0,DN,DELAYED
TR-11587,11587,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 16:16:56.866560,2026-09-13 16:56:56.866560,9,DN,RUNNING
TR-11588,11588,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 18:00:48.694920,2026-09-13 18:45:48.694920,0,UP,DELAYED
TR-11589,11589,2026-09-13,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-13 19:16:44.732257,2026-09-13 20:01:44.732257,4,UP,RUNNING
TR-11590,11590,2026-09-13,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-13 21:06:43.333448,2026-09-13 21:51:43.333448,0,DN,RUNNING
TR-11591,11591,2026-09-13,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-13 22:33:15.920292,2026-09-13 23:08:15.920292,7,DN,SCHEDULED
TR-11592,11592,2026-09-13,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-13 00:03:25.721966,2026-09-13 00:43:25.721966,10,DN,RUNNING
TR-11593,11593,2026-09-13,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-13 02:33:14.364648,2026-09-13 03:18:14.364648,11,DN,SCHEDULED
TR-11594,11594,2026-09-13,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-13 04:33:02.845651,2026-09-13 04:58:02.845651,4,UP,SCHEDULED
TR-11595,11595,2026-09-13,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-13 07:20:59.215832,2026-09-13 08:00:59.215832,6,DN,RUNNING
TR-11596,11596,2026-09-13,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-13 09:37:48.747909,2026-09-13 10:07:48.747909,0,UP,RUNNING
TR-11597,11597,2026-09-13,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-13 11:52:37.951540,2026-09-13 12:17:37.951540,0,DN,SCHEDULED
TR-11598,11598,2026-09-13,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-13 14:12:24.906173,2026-09-13 14:47:24.906173,6,UP,SCHEDULED
TR-11599,11599,2026-09-13,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-13 16:38:49.228044,2026-09-13 17:13:49.228044,9,DN,RUNNING
TR-11600,11600,2026-09-13,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-13 19:20:55.057891,2026-09-13 19:50:55.057891,1,DN,DELAYED
TR-11601,11601,2026-09-13,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-13 21:47:52.671483,2026-09-13 22:27:52.671483,10,DN,SCHEDULED
TR-11602,11602,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 00:10:03.190325,2026-09-14 00:45:03.190325,17,DN,DELAYED
TR-11603,11603,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 01:06:31.866584,2026-09-14 01:36:31.866584,10,DN,RUNNING
TR-11604,11604,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 01:57:53.728929,2026-09-14 02:27:53.728929,17,UP,RUNNING
TR-11605,11605,2026-09-14,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-14 03:30:52.331966,2026-09-14 04:15:52.331966,0,DN,SCHEDULED
TR-11606,11606,2026-09-14,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-14 04:24:40.436270,2026-09-14 04:59:40.436270,0,DN,SCHEDULED
TR-11607,11607,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 05:20:25.058986,2026-09-14 05:45:25.058986,0,UP,RUNNING
TR-11608,11608,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 06:31:17.067757,2026-09-14 07:06:17.067757,14,DN,SCHEDULED
TR-11609,11609,2026-09-14,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-14 07:26:32.925381,2026-09-14 07:51:32.925381,8,UP,RUNNING
TR-11610,11610,2026-09-14,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-14 08:43:48.972265,2026-09-14 09:23:48.972265,3,UP,SCHEDULED
TR-11611,11611,2026-09-14,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-14 09:44:17.663173,2026-09-14 10:24:17.663173,5,DN,RUNNING
TR-11612,11612,2026-09-14,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-14 10:43:50.658359,2026-09-14 11:08:50.658359,0,UP,SCHEDULED
TR-11613,11613,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 12:06:44.227138,2026-09-14 12:46:44.227138,25,UP,SCHEDULED
TR-11614,11614,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 12:59:47.039099,2026-09-14 13:24:47.039099,8,UP,RUNNING
TR-11615,11615,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 14:09:54.922079,2026-09-14 14:34:54.922079,4,DN,SCHEDULED
TR-11616,11616,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 15:18:41.425884,2026-09-14 15:53:41.425884,13,UP,RUNNING
TR-11617,11617,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 16:12:50.090831,2026-09-14 16:47:50.090831,7,DN,RUNNING
TR-11618,11618,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 17:32:24.386912,2026-09-14 18:07:24.386912,5,DN,SCHEDULED
TR-11619,11619,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 18:18:11.098455,2026-09-14 19:03:11.098455,2,UP,SCHEDULED
TR-11620,11620,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 19:39:27.460776,2026-09-14 20:24:27.460776,7,UP,RUNNING
TR-11621,11621,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 20:45:51.531115,2026-09-14 21:15:51.531115,17,DN,DELAYED
TR-11622,11622,2026-09-14,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-14 21:47:24.020294,2026-09-14 22:17:24.020294,13,UP,SCHEDULED
TR-11623,11623,2026-09-14,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-14 22:51:03.206624,2026-09-14 23:16:03.206624,19,UP,DELAYED
TR-11624,11624,2026-09-14,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-14 00:11:44.296610,2026-09-14 00:51:44.296610,4,DN,RUNNING
TR-11625,11625,2026-09-14,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-14 01:14:58.668290,2026-09-14 01:59:58.668290,0,DN,DELAYED
TR-11626,11626,2026-09-14,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-14 01:59:51.776959,2026-09-14 02:39:51.776959,3,DN,RUNNING
TR-11627,11627,2026-09-14,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-14 03:15:28.800756,2026-09-14 03:45:28.800756,4,DN,RUNNING
TR-11628,11628,2026-09-14,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-14 04:18:34.829362,2026-09-14 04:53:34.829362,11,DN,RUNNING
TR-11629,11629,2026-09-14,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-14 05:26:53.875755,2026-09-14 05:51:53.875755,0,DN,RUNNING
TR-11630,11630,2026-09-14,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-14 06:31:33.871394,2026-09-14 07:01:33.871394,14,DN,DELAYED
TR-11631,11631,2026-09-14,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-14 07:40:25.329955,2026-09-14 08:25:25.329955,2,UP,RUNNING
TR-11632,11632,2026-09-14,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-14 08:45:19.251566,2026-09-14 09:10:19.251566,1,DN,RUNNING
TR-11633,11633,2026-09-14,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-14 09:51:48.419268,2026-09-14 10:21:48.419268,0,UP,RUNNING
TR-11634,11634,2026-09-14,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-14 10:51:03.596899,2026-09-14 11:26:03.596899,0,DN,RUNNING
