date,section_id,department,teams_available,equipment_status,material_status
2026-09-18,SEC-C01,TRACTION,1,AVAILABLE,AVAILABLE
2026-09-18,SEC-C01,S&T,2,AVAILABLE,LOW_STOCK
2026-09-19,SEC-C01,ENGINEERING,1,AVAILABLE,LOW_STOCK
2026-09-19,SEC-C01,TRACTION,1,LIMITED,AVAILABLE
2026-09-19,SEC-C01,S&T,1,AVAILABLE,LOW_STOCK
2026-09-20,SEC-C01,ENGINEERING,1,AVAILABLE,LOW_STOCK
2026-09-20,SEC-C01,TRACTION,2,AVAILABLE,LOW_STOCK
2026-09-20,SEC-C01,S&T,1,LIMITED,LOW_STOCK
2026-09-21,SEC-C01,ENGINEERING,1,AVAILABLE,AVAILABLE
2026-09-21,SEC-C01,TRACTION,1,LIMITED,AVAILABLE
2026-09-21,SEC-C01,S&T,1,AVAILABLE,AVAILABLE
2026-09-22,SEC-C01,ENGINEERING,1,AVAILABLE,LOW_STOCK
2026-09-22,SEC-C01,TRACTION,1,LIMITED,LOW_STOCK
2026-09-22,SEC-C01,S&T,2,LIMITED,LOW_STOCK
2026-09-23,SEC-C01,ENGINEERING,1,LIMITED,AVAILABLE
2026-09-23,SEC-C01,TRACTION,1,AVAILABLE,LOW_STOCK
2026-09-23,SEC-C01,S&T,1,LIMITED,LOW_STOCK
2026-09-24,SEC-C01,ENGINEERING,1,LIMITED,AVAILABLE
2026-09-24,SEC-C01,TRACTION,1,AVAILABLE,AVAILABLE
2026-09-24,SEC-C01,S&T,2,AVAILABLE,LOW_STOCK
2026-09-25,SEC-C01,ENGINEERING,2,AVAILABLE,AVAILABLE
2026-09-25,SEC-C01,TRACTION,1,AVAILABLE,LOW_STOCK
2026-09-25,SEC-C01,S&T,2,AVAILABLE,AVAILABLE
2026-09-26,SEC-C01,ENGINEERING,2,AVAILABLE,LOW_STOCK
2026-09-26,SEC-C01,TRACTION,1,AVAILABLE,LOW_STOCK
2026-09-26,SEC-C01,S&T,2,AVAILABLE,AVAILABLE
2026-09-27,SEC-C01,ENGINEERING,1,LIMITED,AVAILABLE
2026-09-27,SEC-C01,TRACTION,2,AVAILABLE,LOW_STOCK
2026-09-27,SEC-C01,S&T,2,AVAILABLE,LOW_STOCK
2026-09-28,SEC-C01,ENGINEERING,1,LIMITED,LOW_STOCK
2026-09-28,SEC-C01,TRACTION,2,LIMITED,AVAILABLE
2026-09-28,SEC-C01,S&T,1,AVAILABLE,AVAILABLE
2026-09-29,SEC-C01,ENGINEERING,1,AVAILABLE,LOW_STOCK
2026-09-29,SEC-C01,TRACTION,1,LIMITED,LOW_STOCK
2026-09-29,SEC-C01,S&T,1,LIMITED,LOW_STOCK
2026-09-30,SEC-C01,ENGINEERING,1,AVAILABLE,LOW_STOCK
2026-09-30,SEC-C01,TRACTION,1,LIMITED,LOW_STOCK
2026-09-30,SEC-C01,S&T,1,AVAILABLE,AVAILABLE
2026-10-01,SEC-C01,ENGINEERING,1,AVAILABLE,LOW_STOCK
2026-10-01,SEC-C01,TRACTION,1,AVAILABLE,AVAILABLE
2026-10-01,SEC-C01,S&T,1,LIMITED,AVAILABLE
2026-10-02,SEC-C01,ENGINEERING,1,AVAILABLE,LOW_STOCK
2026-10-02,SEC-C01,TRACTION,1,AVAILABLE,AVAILABLE
2026-10-02,SEC-C01,S&T,1,LIMITED,AVAILABLE
2026-10-03,SEC-C01,ENGINEERING,1,AVAILABLE,AVAILABLE
2026-10-03,SEC-C01,TRACTION,1,LIMITED,AVAILABLE
2026-10-03,SEC-C01,S&T,2,LIMITED,AVAILABLE
2026-10-04,SEC-C01,ENGINEERING,1,AVAILABLE,AVAILABLE
2026-10-04,SEC-C01,TRACTION,1,AVAILABLE,LOW_STOCK
2026-10-04,SEC-C01,S&T,1,LIMITED,AVAILABLE
