window_id,section_id,start_time,end_time,scheduled_train_count,forecast_utilization_percent,availability_status,traffic_impact_level
WIN-SEC-C01-2026091022,SEC-C01,2026-09-10 22:00:00,2026-09-10 23:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091023,SEC-C01,2026-09-10 23:00:00,2026-09-11 00:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091100,SEC-A01,2026-09-11 00:00:00,2026-09-11 01:00:00,0,63,AVAILABLE,LOW
WIN-SEC-A01-2026091101,SEC-A01,2026-09-11 01:00:00,2026-09-11 02:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091102,SEC-A01,2026-09-11 02:00:00,2026-09-11 03:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091103,SEC-A01,2026-09-11 03:00:00,2026-09-11 04:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091104,SEC-A01,2026-09-11 04:00:00,2026-09-11 05:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091105,SEC-A01,2026-09-11 05:00:00,2026-09-11 06:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091106,SEC-A01,2026-09-11 06:00:00,2026-09-11 07:00:00,2,75,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091107,SEC-A01,2026-09-11 07:00:00,2026-09-11 08:00:00,1,75,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091108,SEC-A01,2026-09-11 08:00:00,2026-09-11 09:00:00,2,75,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091109,SEC-A01,2026-09-11 09:00:00,2026-09-11 10:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091110,SEC-A01,2026-09-11 10:00:00,2026-09-11 11:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091111,SEC-A01,2026-09-11 11:00:00,2026-09-11 12:00:00,1,82,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091112,SEC-A01,2026-09-11 12:00:00,2026-09-11 13:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091113,SEC-A01,2026-09-11 13:00:00,2026-09-11 14:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091114,SEC-A01,2026-09-11 14:00:00,2026-09-11 15:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091115,SEC-A01,2026-09-11 15:00:00,2026-09-11 16:00:00,1,88,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091116,SEC-A01,2026-09-11 16:00:00,2026-09-11 17:00:00,1,88,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091117,SEC-A01,2026-09-11 17:00:00,2026-09-11 18:00:00,1,88,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091118,SEC-A01,2026-09-11 18:00:00,2026-09-11 19:00:00,2,77,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091119,SEC-A01,2026-09-11 19:00:00,2026-09-11 20:00:00,1,77,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091120,SEC-A01,2026-09-11 20:00:00,2026-09-11 21:00:00,2,77,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091121,SEC-A01,2026-09-11 21:00:00,2026-09-11 22:00:00,1,93,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091122,SEC-A01,2026-09-11 22:00:00,2026-09-11 23:00:00,2,93,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091123,SEC-A01,2026-09-11 23:00:00,2026-09-12 00:00:00,2,93,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091100,SEC-A02,2026-09-11 00:00:00,2026-09-11 01:00:00,1,70,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091101,SEC-A02,2026-09-11 01:00:00,2026-09-11 02:00:00,1,70,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091102,SEC-A02,2026-09-11 02:00:00,2026-09-11 03:00:00,1,70,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091103,SEC-A02,2026-09-11 03:00:00,2026-09-11 04:00:00,1,66,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091104,SEC-A02,2026-09-11 04:00:00,2026-09-11 05:00:00,1,66,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091105,SEC-A02,2026-09-11 05:00:00,2026-09-11 06:00:00,1,66,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091106,SEC-A02,2026-09-11 06:00:00,2026-09-11 07:00:00,1,95,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091107,SEC-A02,2026-09-11 07:00:00,2026-09-11 08:00:00,1,95,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091108,SEC-A02,2026-09-11 08:00:00,2026-09-11 09:00:00,2,95,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091109,SEC-A02,2026-09-11 09:00:00,2026-09-11 10:00:00,2,86,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091110,SEC-A02,2026-09-11 10:00:00,2026-09-11 11:00:00,2,86,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091111,SEC-A02,2026-09-11 11:00:00,2026-09-11 12:00:00,1,86,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091112,SEC-A02,2026-09-11 12:00:00,2026-09-11 13:00:00,1,74,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091113,SEC-A02,2026-09-11 13:00:00,2026-09-11 14:00:00,2,74,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091114,SEC-A02,2026-09-11 14:00:00,2026-09-11 15:00:00,1,74,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091115,SEC-A02,2026-09-11 15:00:00,2026-09-11 16:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091116,SEC-A02,2026-09-11 16:00:00,2026-09-11 17:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091117,SEC-A02,2026-09-11 17:00:00,2026-09-11 18:00:00,2,72,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091118,SEC-A02,2026-09-11 18:00:00,2026-09-11 19:00:00,2,91,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091119,SEC-A02,2026-09-11 19:00:00,2026-09-11 20:00:00,2,91,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091120,SEC-A02,2026-09-11 20:00:00,2026-09-11 21:00:00,2,91,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091121,SEC-A02,2026-09-11 21:00:00,2026-09-11 22:00:00,2,91,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091122,SEC-A02,2026-09-11 22:00:00,2026-09-11 23:00:00,2,91,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091123,SEC-A02,2026-09-11 23:00:00,2026-09-12 00:00:00,2,91,UNAVAILABLE,HIGH
WIN-SEC-B01-2026091100,SEC-B01,2026-09-11 00:00:00,2026-09-11 01:00:00,1,40,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091101,SEC-B01,2026-09-11 01:00:00,2026-09-11 02:00:00,1,40,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091102,SEC-B01,2026-09-11 02:00:00,2026-09-11 03:00:00,1,40,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091103,SEC-B01,2026-09-11 03:00:00,2026-09-11 04:00:00,1,36,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091104,SEC-B01,2026-09-11 04:00:00,2026-09-11 05:00:00,1,36,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091105,SEC-B01,2026-09-11 05:00:00,2026-09-11 06:00:00,2,36,UNAVAILABLE,HIGH
WIN-SEC-B01-2026091106,SEC-B01,2026-09-11 06:00:00,2026-09-11 07:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091107,SEC-B01,2026-09-11 07:00:00,2026-09-11 08:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091108,SEC-B01,2026-09-11 08:00:00,2026-09-11 09:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091109,SEC-B01,2026-09-11 09:00:00,2026-09-11 10:00:00,1,59,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091110,SEC-B01,2026-09-11 10:00:00,2026-09-11 11:00:00,1,59,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091111,SEC-B01,2026-09-11 11:00:00,2026-09-11 12:00:00,0,59,AVAILABLE,LOW
WIN-SEC-B01-2026091112,SEC-B01,2026-09-11 12:00:00,2026-09-11 13:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091113,SEC-B01,2026-09-11 13:00:00,2026-09-11 14:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091114,SEC-B01,2026-09-11 14:00:00,2026-09-11 15:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091115,SEC-B01,2026-09-11 15:00:00,2026-09-11 16:00:00,1,59,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091116,SEC-B01,2026-09-11 16:00:00,2026-09-11 17:00:00,1,59,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091117,SEC-B01,2026-09-11 17:00:00,2026-09-11 18:00:00,1,59,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091118,SEC-B01,2026-09-11 18:00:00,2026-09-11 19:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091119,SEC-B01,2026-09-11 19:00:00,2026-09-11 20:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091120,SEC-B01,2026-09-11 20:00:00,2026-09-11 21:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091121,SEC-B01,2026-09-11 21:00:00,2026-09-11 22:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091122,SEC-B01,2026-09-11 22:00:00,2026-09-11 23:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091123,SEC-B01,2026-09-11 23:00:00,2026-09-12 00:00:00,0,64,AVAILABLE,LOW
WIN-SEC-B02-2026091100,SEC-B02,2026-09-11 00:00:00,2026-09-11 01:00:00,1,44,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091101,SEC-B02,2026-09-11 01:00:00,2026-09-11 02:00:00,1,44,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091102,SEC-B02,2026-09-11 02:00:00,2026-09-11 03:00:00,0,44,AVAILABLE,LOW
WIN-SEC-B02-2026091103,SEC-B02,2026-09-11 03:00:00,2026-09-11 04:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091104,SEC-B02,2026-09-11 04:00:00,2026-09-11 05:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091105,SEC-B02,2026-09-11 05:00:00,2026-09-11 06:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091106,SEC-B02,2026-09-11 06:00:00,2026-09-11 07:00:00,1,51,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091107,SEC-B02,2026-09-11 07:00:00,2026-09-11 08:00:00,1,51,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091108,SEC-B02,2026-09-11 08:00:00,2026-09-11 09:00:00,0,51,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091109,SEC-B02,2026-09-11 09:00:00,2026-09-11 10:00:00,1,60,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091110,SEC-B02,2026-09-11 10:00:00,2026-09-11 11:00:00,1,60,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091111,SEC-B02,2026-09-11 11:00:00,2026-09-11 12:00:00,1,60,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091112,SEC-B02,2026-09-11 12:00:00,2026-09-11 13:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091113,SEC-B02,2026-09-11 13:00:00,2026-09-11 14:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091114,SEC-B02,2026-09-11 14:00:00,2026-09-11 15:00:00,2,53,UNAVAILABLE,HIGH
WIN-SEC-B02-2026091115,SEC-B02,2026-09-11 15:00:00,2026-09-11 16:00:00,1,59,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091116,SEC-B02,2026-09-11 16:00:00,2026-09-11 17:00:00,1,59,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091117,SEC-B02,2026-09-11 17:00:00,2026-09-11 18:00:00,0,59,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091118,SEC-B02,2026-09-11 18:00:00,2026-09-11 19:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091119,SEC-B02,2026-09-11 19:00:00,2026-09-11 20:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091120,SEC-B02,2026-09-11 20:00:00,2026-09-11 21:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091121,SEC-B02,2026-09-11 21:00:00,2026-09-11 22:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091122,SEC-B02,2026-09-11 22:00:00,2026-09-11 23:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091123,SEC-B02,2026-09-11 23:00:00,2026-09-12 00:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091100,SEC-C01,2026-09-11 00:00:00,2026-09-11 01:00:00,1,28,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091101,SEC-C01,2026-09-11 01:00:00,2026-09-11 02:00:00,0,28,AVAILABLE,LOW
WIN-SEC-C01-2026091102,SEC-C01,2026-09-11 02:00:00,2026-09-11 03:00:00,1,28,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091103,SEC-C01,2026-09-11 03:00:00,2026-09-11 04:00:00,1,20,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091104,SEC-C01,2026-09-11 04:00:00,2026-09-11 05:00:00,1,20,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091105,SEC-C01,2026-09-11 05:00:00,2026-09-11 06:00:00,1,20,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091106,SEC-C01,2026-09-11 06:00:00,2026-09-11 07:00:00,0,37,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091107,SEC-C01,2026-09-11 07:00:00,2026-09-11 08:00:00,1,37,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091108,SEC-C01,2026-09-11 08:00:00,2026-09-11 09:00:00,0,37,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091109,SEC-C01,2026-09-11 09:00:00,2026-09-11 10:00:00,1,40,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091110,SEC-C01,2026-09-11 10:00:00,2026-09-11 11:00:00,1,40,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091111,SEC-C01,2026-09-11 11:00:00,2026-09-11 12:00:00,0,40,AVAILABLE,LOW
WIN-SEC-C01-2026091112,SEC-C01,2026-09-11 12:00:00,2026-09-11 13:00:00,1,31,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091113,SEC-C01,2026-09-11 13:00:00,2026-09-11 14:00:00,0,31,AVAILABLE,LOW
WIN-SEC-C01-2026091114,SEC-C01,2026-09-11 14:00:00,2026-09-11 15:00:00,1,31,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091115,SEC-C01,2026-09-11 15:00:00,2026-09-11 16:00:00,1,28,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091116,SEC-C01,2026-09-11 16:00:00,2026-09-11 17:00:00,1,28,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091117,SEC-C01,2026-09-11 17:00:00,2026-09-11 18:00:00,1,28,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091118,SEC-C01,2026-09-11 18:00:00,2026-09-11 19:00:00,0,31,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091119,SEC-C01,2026-09-11 19:00:00,2026-09-11 20:00:00,1,31,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091120,SEC-C01,2026-09-11 20:00:00,2026-09-11 21:00:00,0,31,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091121,SEC-C01,2026-09-11 21:00:00,2026-09-11 22:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026091122,SEC-C01,2026-09-11 22:00:00,2026-09-11 23:00:00,0,49,AVAILABLE,LOW
WIN-SEC-C01-2026091123,SEC-C01,2026-09-11 23:00:00,2026-09-12 00:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091200,SEC-A01,2026-09-12 00:00:00,2026-09-12 01:00:00,2,72,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091201,SEC-A01,2026-09-12 01:00:00,2026-09-12 02:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091202,SEC-A01,2026-09-12 02:00:00,2026-09-12 03:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091203,SEC-A01,2026-09-12 03:00:00,2026-09-12 04:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091204,SEC-A01,2026-09-12 04:00:00,2026-09-12 05:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091205,SEC-A01,2026-09-12 05:00:00,2026-09-12 06:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091206,SEC-A01,2026-09-12 06:00:00,2026-09-12 07:00:00,2,77,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091207,SEC-A01,2026-09-12 07:00:00,2026-09-12 08:00:00,2,77,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091208,SEC-A01,2026-09-12 08:00:00,2026-09-12 09:00:00,1,77,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091209,SEC-A01,2026-09-12 09:00:00,2026-09-12 10:00:00,2,83,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091210,SEC-A01,2026-09-12 10:00:00,2026-09-12 11:00:00,2,83,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091211,SEC-A01,2026-09-12 11:00:00,2026-09-12 12:00:00,1,83,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091212,SEC-A01,2026-09-12 12:00:00,2026-09-12 13:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091213,SEC-A01,2026-09-12 13:00:00,2026-09-12 14:00:00,2,72,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091214,SEC-A01,2026-09-12 14:00:00,2026-09-12 15:00:00,1,72,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091215,SEC-A01,2026-09-12 15:00:00,2026-09-12 16:00:00,1,76,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091216,SEC-A01,2026-09-12 16:00:00,2026-09-12 17:00:00,2,76,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091217,SEC-A01,2026-09-12 17:00:00,2026-09-12 18:00:00,2,76,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091218,SEC-A01,2026-09-12 18:00:00,2026-09-12 19:00:00,2,88,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091219,SEC-A01,2026-09-12 19:00:00,2026-09-12 20:00:00,1,88,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026091220,SEC-A01,2026-09-12 20:00:00,2026-09-12 21:00:00,2,88,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091221,SEC-A01,2026-09-12 21:00:00,2026-09-12 22:00:00,2,80,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091222,SEC-A01,2026-09-12 22:00:00,2026-09-12 23:00:00,2,80,UNAVAILABLE,HIGH
WIN-SEC-A01-2026091223,SEC-A01,2026-09-12 23:00:00,2026-09-13 00:00:00,1,80,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091200,SEC-A02,2026-09-12 00:00:00,2026-09-12 01:00:00,2,64,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091201,SEC-A02,2026-09-12 01:00:00,2026-09-12 02:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091202,SEC-A02,2026-09-12 02:00:00,2026-09-12 03:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091203,SEC-A02,2026-09-12 03:00:00,2026-09-12 04:00:00,2,67,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091204,SEC-A02,2026-09-12 04:00:00,2026-09-12 05:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091205,SEC-A02,2026-09-12 05:00:00,2026-09-12 06:00:00,2,67,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091206,SEC-A02,2026-09-12 06:00:00,2026-09-12 07:00:00,1,93,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091207,SEC-A02,2026-09-12 07:00:00,2026-09-12 08:00:00,2,93,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091208,SEC-A02,2026-09-12 08:00:00,2026-09-12 09:00:00,2,93,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091209,SEC-A02,2026-09-12 09:00:00,2026-09-12 10:00:00,2,88,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091210,SEC-A02,2026-09-12 10:00:00,2026-09-12 11:00:00,2,88,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091211,SEC-A02,2026-09-12 11:00:00,2026-09-12 12:00:00,1,88,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091212,SEC-A02,2026-09-12 12:00:00,2026-09-12 13:00:00,1,77,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091213,SEC-A02,2026-09-12 13:00:00,2026-09-12 14:00:00,1,77,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091214,SEC-A02,2026-09-12 14:00:00,2026-09-12 15:00:00,1,77,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091215,SEC-A02,2026-09-12 15:00:00,2026-09-12 16:00:00,1,73,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091216,SEC-A02,2026-09-12 16:00:00,2026-09-12 17:00:00,1,73,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091217,SEC-A02,2026-09-12 17:00:00,2026-09-12 18:00:00,2,73,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091218,SEC-A02,2026-09-12 18:00:00,2026-09-12 19:00:00,2,92,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091219,SEC-A02,2026-09-12 19:00:00,2026-09-12 20:00:00,2,92,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091220,SEC-A02,2026-09-12 20:00:00,2026-09-12 21:00:00,2,92,UNAVAILABLE,HIGH
WIN-SEC-A02-2026091221,SEC-A02,2026-09-12 21:00:00,2026-09-12 22:00:00,1,86,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091222,SEC-A02,2026-09-12 22:00:00,2026-09-12 23:00:00,1,86,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026091223,SEC-A02,2026-09-12 23:00:00,2026-09-13 00:00:00,2,86,UNAVAILABLE,HIGH
WIN-SEC-B01-2026091200,SEC-B01,2026-09-12 00:00:00,2026-09-12 01:00:00,0,39,AVAILABLE,LOW
WIN-SEC-B01-2026091201,SEC-B01,2026-09-12 01:00:00,2026-09-12 02:00:00,1,39,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091202,SEC-B01,2026-09-12 02:00:00,2026-09-12 03:00:00,1,39,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091203,SEC-B01,2026-09-12 03:00:00,2026-09-12 04:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091204,SEC-B01,2026-09-12 04:00:00,2026-09-12 05:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091205,SEC-B01,2026-09-12 05:00:00,2026-09-12 06:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091206,SEC-B01,2026-09-12 06:00:00,2026-09-12 07:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091207,SEC-B01,2026-09-12 07:00:00,2026-09-12 08:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091208,SEC-B01,2026-09-12 08:00:00,2026-09-12 09:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091209,SEC-B01,2026-09-12 09:00:00,2026-09-12 10:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091210,SEC-B01,2026-09-12 10:00:00,2026-09-12 11:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091211,SEC-B01,2026-09-12 11:00:00,2026-09-12 12:00:00,0,61,AVAILABLE,LOW
WIN-SEC-B01-2026091212,SEC-B01,2026-09-12 12:00:00,2026-09-12 13:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091213,SEC-B01,2026-09-12 13:00:00,2026-09-12 14:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091214,SEC-B01,2026-09-12 14:00:00,2026-09-12 15:00:00,1,49,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091215,SEC-B01,2026-09-12 15:00:00,2026-09-12 16:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091216,SEC-B01,2026-09-12 16:00:00,2026-09-12 17:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091217,SEC-B01,2026-09-12 17:00:00,2026-09-12 18:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091218,SEC-B01,2026-09-12 18:00:00,2026-09-12 19:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091219,SEC-B01,2026-09-12 19:00:00,2026-09-12 20:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091220,SEC-B01,2026-09-12 20:00:00,2026-09-12 21:00:00,0,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091221,SEC-B01,2026-09-12 21:00:00,2026-09-12 22:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091222,SEC-B01,2026-09-12 22:00:00,2026-09-12 23:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026091223,SEC-B01,2026-09-12 23:00:00,2026-09-13 00:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091200,SEC-B02,2026-09-12 00:00:00,2026-09-12 01:00:00,1,46,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091201,SEC-B02,2026-09-12 01:00:00,2026-09-12 02:00:00,1,46,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091202,SEC-B02,2026-09-12 02:00:00,2026-09-12 03:00:00,2,46,UNAVAILABLE,HIGH
WIN-SEC-B02-2026091203,SEC-B02,2026-09-12 03:00:00,2026-09-12 04:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091204,SEC-B02,2026-09-12 04:00:00,2026-09-12 05:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026091205,SEC-B02,2026-09-12 05:00:00,2026-09-12 06:00:00,2,54,UNAVAILABLE,HIGH
WIN-SEC-B02-2026091206,SEC-B02,2026-09-12 06:00:00,2026-09-12 07:00:00,1,70,UNAVAILABLE,MEDIUM
