date,section_id,start_hour,end_hour,forecast_freight_load_index,forecast_utilization_percent,forecast_freight_trains
2026-09-20,SEC-A02,18,21,0.83,83,6
2026-09-20,SEC-A02,21,24,0.86,86,7
2026-09-20,SEC-B01,0,3,0.37,37,5
2026-09-20,SEC-B01,3,6,0.45,45,3
2026-09-20,SEC-B01,6,9,0.46,46,2
2026-09-20,SEC-B01,9,12,0.63,63,3
2026-09-20,SEC-B01,12,15,0.42,42,3
2026-09-20,SEC-B01,15,18,0.59,59,2
2026-09-20,SEC-B01,18,21,0.69,69,6
2026-09-20,SEC-B01,21,24,0.67,67,0
2026-09-20,SEC-B02,0,3,0.53,53,1
2026-09-20,SEC-B02,3,6,0.38,38,1
2026-09-20,SEC-B02,6,9,0.74,74,10
2026-09-20,SEC-B02,9,12,0.7,70,1
2026-09-20,SEC-B02,12,15,0.51,51,2
2026-09-20,SEC-B02,15,18,0.59,59,5
2026-09-20,SEC-B02,18,21,0.57,57,0
2026-09-20,SEC-B02,21,24,0.59,59,5
2026-09-20,SEC-C01,0,3,0.2,20,3
2026-09-20,SEC-C01,3,6,0.21,21,3
2026-09-20,SEC-C01,6,9,0.38,38,5
2026-09-20,SEC-C01,9,12,0.51,51,3
2026-09-20,SEC-C01,12,15,0.3,30,0
2026-09-20,SEC-C01,15,18,0.34,34,4
2026-09-20,SEC-C01,18,21,0.41,41,2
2026-09-20,SEC-C01,21,24,0.33,33,2
2026-09-21,SEC-A01,0,3,0.66,66,8
2026-09-21,SEC-A01,3,6,0.53,53,4
2026-09-21,SEC-A01,6,9,0.84,84,7
2026-09-21,SEC-A01,9,12,0.76,76,0
2026-09-21,SEC-A01,12,15,0.84,84,7
2026-09-21,SEC-A01,15,18,0.77,77,1
2026-09-21,SEC-A01,18,21,0.85,85,5
2026-09-21,SEC-A01,21,24,0.92,92,5
2026-09-21,SEC-A02,0,3,0.59,59,3
2026-09-21,SEC-A02,3,6,0.67,67,4
2026-09-21,SEC-A02,6,9,0.85,85,8
2026-09-21,SEC-A02,9,12,0.86,86,2
2026-09-21,SEC-A02,12,15,0.8,80,0
2026-09-21,SEC-A02,15,18,0.76,76,1
2026-09-21,SEC-A02,18,21,0.86,86,2
2026-09-21,SEC-A02,21,24,0.74,74,8
2026-09-21,SEC-B01,0,3,0.38,38,2
2026-09-21,SEC-B01,3,6,0.43,43,0
2026-09-21,SEC-B01,6,9,0.65,65,0
2026-09-21,SEC-B01,9,12,0.57,57,8
2026-09-21,SEC-B01,12,15,0.66,66,3
2026-09-21,SEC-B01,15,18,0.61,61,10
2026-09-21,SEC-B01,18,21,0.68,68,8
2026-09-21,SEC-B01,21,24,0.64,64,5
2026-09-21,SEC-B02,0,3,0.43,43,0
2026-09-21,SEC-B02,3,6,0.38,38,3
2026-09-21,SEC-B02,6,9,0.64,64,6
2026-09-21,SEC-B02,9,12,0.66,66,5
2026-09-21,SEC-B02,12,15,0.45,45,4
2026-09-21,SEC-B02,15,18,0.54,54,3
2026-09-21,SEC-B02,18,21,0.63,63,5
2026-09-21,SEC-B02,21,24,0.53,53,4
2026-09-21,SEC-C01,0,3,0.19,19,2
2026-09-21,SEC-C01,3,6,0.22,22,2
2026-09-21,SEC-C01,6,9,0.55,55,5
2026-09-21,SEC-C01,9,12,0.47,47,0
2026-09-21,SEC-C01,12,15,0.24,24,4
2026-09-21,SEC-C01,15,18,0.35,35,4
2026-09-21,SEC-C01,18,21,0.35,35,0
2026-09-21,SEC-C01,21,24,0.5,50,3
2026-09-22,SEC-A01,0,3,0.61,61,7
2026-09-22,SEC-A01,3,6,0.63,63,6
2026-09-22,SEC-A01,6,9,0.92,92,8
2026-09-22,SEC-A01,9,12,0.76,76,0
2026-09-22,SEC-A01,12,15,0.64,64,10
2026-09-22,SEC-A01,15,18,0.68,68,8
2026-09-22,SEC-A01,18,21,0.9,90,9
2026-09-22,SEC-A01,21,24,0.75,75,8
2026-09-22,SEC-A02,0,3,0.47,47,0
2026-09-22,SEC-A02,3,6,0.61,61,2
2026-09-22,SEC-A02,6,9,0.87,87,6
2026-09-22,SEC-A02,9,12,0.91,91,5
2026-09-22,SEC-A02,12,15,0.69,69,10
2026-09-22,SEC-A02,15,18,0.7,70,7
2026-09-22,SEC-A02,18,21,0.91,91,10
2026-09-22,SEC-A02,21,24,0.73,73,4
2026-09-22,SEC-B01,0,3,0.42,42,1
2026-09-22,SEC-B01,3,6,0.45,45,1
2026-09-22,SEC-B01,6,9,0.67,67,3
2026-09-22,SEC-B01,9,12,0.61,61,1
2026-09-22,SEC-B01,12,15,0.52,52,4
2026-09-22,SEC-B01,15,18,0.37,37,3
2026-09-22,SEC-B01,18,21,0.6,60,4
2026-09-22,SEC-B01,21,24,0.67,67,6
2026-09-22,SEC-B02,0,3,0.38,38,1
2026-09-22,SEC-B02,3,6,0.44,44,0
2026-09-22,SEC-B02,6,9,0.67,67,0
2026-09-22,SEC-B02,9,12,0.62,62,4
2026-09-22,SEC-B02,12,15,0.53,53,0
2026-09-22,SEC-B02,15,18,0.46,46,1
2026-09-22,SEC-B02,18,21,0.63,63,3
2026-09-22,SEC-B02,21,24,0.68,68,6
2026-09-22,SEC-C01,0,3,0.25,25,4
2026-09-22,SEC-C01,3,6,0.2,20,1
2026-09-22,SEC-C01,6,9,0.45,45,3
2026-09-22,SEC-C01,9,12,0.48,48,1
2026-09-22,SEC-C01,12,15,0.2,20,3
2026-09-22,SEC-C01,15,18,0.39,39,4
2026-09-22,SEC-C01,18,21,0.42,42,4
2026-09-22,SEC-C01,21,24,0.47,47,2
2026-09-23,SEC-A01,0,3,0.71,71,3
2026-09-23,SEC-A01,3,6,0.56,56,0
2026-09-23,SEC-A01,6,9,0.8,80,1
2026-09-23,SEC-A01,9,12,0.82,82,2
2026-09-23,SEC-A01,12,15,0.67,67,0
2026-09-23,SEC-A01,15,18,0.82,82,4
2026-09-23,SEC-A01,18,21,0.79,79,7
2026-09-23,SEC-A01,21,24,0.81,81,1
2026-09-23,SEC-A02,0,3,0.65,65,3
2026-09-23,SEC-A02,3,6,0.57,57,7
2026-09-23,SEC-A02,6,9,0.82,82,2
2026-09-23,SEC-A02,9,12,0.86,86,10
2026-09-23,SEC-A02,12,15,0.7,70,7
2026-09-23,SEC-A02,15,18,0.71,71,1
2026-09-23,SEC-A02,18,21,0.81,81,1
2026-09-23,SEC-A02,21,24,0.75,75,10
2026-09-23,SEC-B01,0,3,0.46,46,3
2026-09-23,SEC-B01,3,6,0.55,55,5
2026-09-23,SEC-B01,6,9,0.64,64,9
2026-09-23,SEC-B01,9,12,0.65,65,5
2026-09-23,SEC-B01,12,15,0.56,56,7
2026-09-23,SEC-B01,15,18,0.44,44,2
2026-09-23,SEC-B01,18,21,0.74,74,9
2026-09-23,SEC-B01,21,24,0.65,65,8
2026-09-23,SEC-B02,0,3,0.54,54,4
2026-09-23,SEC-B02,3,6,0.4,40,5
2026-09-23,SEC-B02,6,9,0.75,75,5
2026-09-23,SEC-B02,9,12,0.69,69,10
2026-09-23,SEC-B02,12,15,0.55,55,10
2026-09-23,SEC-B02,15,18,0.53,53,2
2026-09-23,SEC-B02,18,21,0.63,63,8
2026-09-23,SEC-B02,21,24,0.71,71,2
2026-09-23,SEC-C01,0,3,0.25,25,5
2026-09-23,SEC-C01,3,6,0.12,12,5
2026-09-23,SEC-C01,6,9,0.37,37,5
2026-09-23,SEC-C01,9,12,0.43,43,4
2026-09-23,SEC-C01,12,15,0.34,34,4
2026-09-23,SEC-C01,15,18,0.32,32,5
2026-09-23,SEC-C01,18,21,0.51,51,2
2026-09-23,SEC-C01,21,24,0.32,32,4
2026-09-24,SEC-A01,0,3,0.65,65,3
2026-09-24,SEC-A01,3,6,0.53,53,1
2026-09-24,SEC-A01,6,9,0.89,89,0
2026-09-24,SEC-A01,9,12,0.83,83,6
2026-09-24,SEC-A01,12,15,0.75,75,7
2026-09-24,SEC-A01,15,18,0.67,67,4
2026-09-24,SEC-A01,18,21,0.92,92,5
2026-09-24,SEC-A01,21,24,0.9,90,8
2026-09-24,SEC-A02,0,3,0.68,68,4
2026-09-24,SEC-A02,3,6,0.63,63,7
2026-09-24,SEC-A02,6,9,0.87,87,6
2026-09-24,SEC-A02,9,12,0.8,80,0
2026-09-24,SEC-A02,12,15,0.77,77,9
2026-09-24,SEC-A02,15,18,0.82,82,4
2026-09-24,SEC-A02,18,21,0.9,90,4
2026-09-24,SEC-A02,21,24,0.8,80,1
2026-09-24,SEC-B01,0,3,0.46,46,1
2026-09-24,SEC-B01,3,6,0.36,36,4
2026-09-24,SEC-B01,6,9,0.67,67,3
2026-09-24,SEC-B01,9,12,0.67,67,3
2026-09-24,SEC-B01,12,15,0.41,41,1
2026-09-24,SEC-B01,15,18,0.45,45,3
2026-09-24,SEC-B01,18,21,0.62,62,2
2026-09-24,SEC-B01,21,24,0.62,62,1
2026-09-24,SEC-B02,0,3,0.37,37,5
2026-09-24,SEC-B02,3,6,0.46,46,4
2026-09-24,SEC-B02,6,9,0.66,66,8
2026-09-24,SEC-B02,9,12,0.63,63,5
2026-09-24,SEC-B02,12,15,0.47,47,3
2026-09-24,SEC-B02,15,18,0.58,58,6
2026-09-24,SEC-B02,18,21,0.74,74,6
2026-09-24,SEC-B02,21,24,0.61,61,9
2026-09-24,SEC-C01,0,3,0.2,20,2
2026-09-24,SEC-C01,3,6,0.27,27,2
2026-09-24,SEC-C01,6,9,0.42,42,0
2026-09-24,SEC-C01,9,12,0.43,43,1
2026-09-24,SEC-C01,12,15,0.36,36,1
2026-09-24,SEC-C01,15,18,0.21,21,4
2026-09-24,SEC-C01,18,21,0.52,52,3
2026-09-24,SEC-C01,21,24,0.44,44,5
2026-09-25,SEC-A01,0,3,0.62,62,1
2026-09-25,SEC-A01,3,6,0.63,63,5
2026-09-25,SEC-A01,6,9,0.84,84,0
2026-09-25,SEC-A01,9,12,0.74,74,6
2026-09-25,SEC-A01,12,15,0.81,81,6
2026-09-25,SEC-A01,15,18,0.72,72,6
2026-09-25,SEC-A01,18,21,0.87,87,2
2026-09-25,SEC-A01,21,24,0.9,90,6
2026-09-25,SEC-A02,0,3,0.58,58,7
2026-09-25,SEC-A02,3,6,0.67,67,0
2026-09-25,SEC-A02,6,9,0.82,82,5
2026-09-25,SEC-A02,9,12,0.89,89,5
2026-09-25,SEC-A02,12,15,0.59,59,1
2026-09-25,SEC-A02,15,18,0.71,71,4
2026-09-25,SEC-A02,18,21,0.8,80,3
2026-09-25,SEC-A02,21,24,0.87,87,7
2026-09-25,SEC-B01,0,3,0.47,47,3
2026-09-25,SEC-B01,3,6,0.4,40,3
2026-09-25,SEC-B01,6,9,0.6,60,9
2026-09-25,SEC-B01,9,12,0.63,63,3
2026-09-25,SEC-B01,12,15,0.47,47,3
2026-09-25,SEC-B01,15,18,0.57,57,6
2026-09-25,SEC-B01,18,21,0.62,62,3
2026-09-25,SEC-B01,21,24,0.47,47,2
2026-09-25,SEC-B02,0,3,0.42,42,1
2026-09-25,SEC-B02,3,6,0.38,38,4
2026-09-25,SEC-B02,6,9,0.54,54,1
2026-09-25,SEC-B02,9,12,0.57,57,5
2026-09-25,SEC-B02,12,15,0.53,53,1
2026-09-25,SEC-B02,15,18,0.6,60,9
2026-09-25,SEC-B02,18,21,0.66,66,5
2026-09-25,SEC-B02,21,24,0.6,60,9
2026-09-25,SEC-C01,0,3,0.27,27,3
2026-09-25,SEC-C01,3,6,0.21,21,0
2026-09-25,SEC-C01,6,9,0.4,40,0
2026-09-25,SEC-C01,9,12,0.37,37,0
2026-09-25,SEC-C01,12,15,0.21,21,0
2026-09-25,SEC-C01,15,18,0.3,30,5
2026-09-25,SEC-C01,18,21,0.45,45,0
2026-09-25,SEC-C01,21,24,0.43,43,1
2026-09-26,SEC-A01,0,3,0.62,62,8
2026-09-26,SEC-A01,3,6,0.58,58,6
2026-09-26,SEC-A01,6,9,0.88,88,7
2026-09-26,SEC-A01,9,12,0.76,76,1
2026-09-26,SEC-A01,12,15,0.77,77,10
2026-09-26,SEC-A01,15,18,0.66,66,2
2026-09-26,SEC-A01,18,21,0.79,79,0
2026-09-26,SEC-A01,21,24,0.75,75,0
2026-09-26,SEC-A02,0,3,0.61,61,7
2026-09-26,SEC-A02,3,6,0.7,70,2
2026-09-26,SEC-A02,6,9,0.87,87,0
2026-09-26,SEC-A02,9,12,0.9,90,2
2026-09-26,SEC-A02,12,15,0.75,75,4
2026-09-26,SEC-A02,15,18,0.65,65,5
2026-09-26,SEC-A02,18,21,0.82,82,10
2026-09-26,SEC-A02,21,24,0.79,79,10
2026-09-26,SEC-B01,0,3,0.52,52,5
2026-09-26,SEC-B01,3,6,0.37,37,2
2026-09-26,SEC-B01,6,9,0.69,69,10
2026-09-26,SEC-B01,9,12,0.69,69,9
2026-09-26,SEC-B01,12,15,0.63,63,1
2026-09-26,SEC-B01,15,18,0.5,50,0
2026-09-26,SEC-B01,18,21,0.68,68,2
2026-09-26,SEC-B01,21,24,0.78,78,4
2026-09-26,SEC-B02,0,3,0.4,40,2
2026-09-26,SEC-B02,3,6,0.35,35,0
2026-09-26,SEC-B02,6,9,0.53,53,0
2026-09-26,SEC-B02,9,12,0.68,68,9
2026-09-26,SEC-B02,12,15,0.41,41,0
2026-09-26,SEC-B02,15,18,0.5,50,0
2026-09-26,SEC-B02,18,21,0.67,67,9
2026-09-26,SEC-B02,21,24,0.65,65,0
2026-09-26,SEC-C01,0,3,0.27,27,1
2026-09-26,SEC-C01,3,6,0.25,25,1
2026-09-26,SEC-C01,6,9,0.52,52,3
2026-09-26,SEC-C01,9,12,0.38,38,3
2026-09-26,SEC-C01,12,15,0.28,28,0
2026-09-26,SEC-C01,15,18,0.27,27,2
2026-09-26,SEC-C01,18,21,0.49,49,4
2026-09-26,SEC-C01,21,24,0.49,49,2
2026-09-27,SEC-A01,0,3,0.67,67,9
2026-09-27,SEC-A01,3,6,0.71,71,8
2026-09-27,SEC-A01,6,9,0.77,77,1
2026-09-27,SEC-A01,9,12,0.94,94,9
2026-09-27,SEC-A01,12,15,0.81,81,4
2026-09-27,SEC-A01,15,18,0.76,76,2
2026-09-27,SEC-A01,18,21,0.95,95,1
2026-09-27,SEC-A01,21,24,0.74,74,7
2026-09-27,SEC-A02,0,3,0.61,61,9
2026-09-27,SEC-A02,3,6,0.6,60,4
2026-09-27,SEC-A02,6,9,0.88,88,2
2026-09-27,SEC-A02,9,12,0.78,78,10
2026-09-27,SEC-A02,12,15,0.77,77,8
2026-09-27,SEC-A02,15,18,0.8,80,1
2026-09-27,SEC-A02,18,21,0.88,88,7
2026-09-27,SEC-A02,21,24,0.86,86,9
2026-09-27,SEC-B01,0,3,0.38,38,1
2026-09-27,SEC-B01,3,6,0.39,39,5
2026-09-27,SEC-B01,6,9,0.71,71,4
2026-09-27,SEC-B01,9,12,0.69,69,0
2026-09-27,SEC-B01,12,15,0.52,52,3
2026-09-27,SEC-B01,15,18,0.49,49,2
2026-09-27,SEC-B01,18,21,0.52,52,5
2026-09-27,SEC-B01,21,24,0.58,58,2
2026-09-27,SEC-B02,0,3,0.55,55,7
2026-09-27,SEC-B02,3,6,0.36,36,3
2026-09-27,SEC-B02,6,9,0.65,65,5
2026-09-27,SEC-B02,9,12,0.7,70,8
2026-09-27,SEC-B02,12,15,0.44,44,2
2026-09-27,SEC-B02,15,18,0.53,53,2
2026-09-27,SEC-B02,18,21,0.7,70,10
2026-09-27,SEC-B02,21,24,0.64,64,6
2026-09-27,SEC-C01,0,3,0.41,41,3
2026-09-27,SEC-C01,3,6,0.14,14,1
2026-09-27,SEC-C01,6,9,0.5,50,2
2026-09-27,SEC-C01,9,12,0.43,43,5
2026-09-27,SEC-C01,12,15,0.37,37,2
2026-09-27,SEC-C01,15,18,0.35,35,1
2026-09-27,SEC-C01,18,21,0.4,40,1
2026-09-27,SEC-C01,21,24,0.45,45,3
2026-09-28,SEC-A01,0,3,0.53,53,1
2026-09-28,SEC-A01,3,6,0.68,68,2
2026-09-28,SEC-A01,6,9,0.86,86,0
2026-09-28,SEC-A01,9,12,0.88,88,1
2026-09-28,SEC-A01,12,15,0.78,78,0
2026-09-28,SEC-A01,15,18,0.74,74,9
2026-09-28,SEC-A01,18,21,0.85,85,1
2026-09-28,SEC-A01,21,24,0.79,79,2
2026-09-28,SEC-A02,0,3,0.6,60,1
2026-09-28,SEC-A02,3,6,0.71,71,7
2026-09-28,SEC-A02,6,9,0.93,93,2
2026-09-28,SEC-A02,9,12,0.83,83,2
2026-09-28,SEC-A02,12,15,0.72,72,1
2026-09-28,SEC-A02,15,18,0.67,67,4
2026-09-28,SEC-A02,18,21,0.91,91,5
2026-09-28,SEC-A02,21,24,0.88,88,5
2026-09-28,SEC-B01,0,3,0.56,56,9
2026-09-28,SEC-B01,3,6,0.39,39,1
2026-09-28,SEC-B01,6,9,0.62,62,7
2026-09-28,SEC-B01,9,12,0.65,65,6
2026-09-28,SEC-B01,12,15,0.56,56,6
2026-09-28,SEC-B01,15,18,0.51,51,0
2026-09-28,SEC-B01,18,21,0.59,59,10
2026-09-28,SEC-B01,21,24,0.69,69,10
2026-09-28,SEC-B02,0,3,0.48,48,5
2026-09-28,SEC-B02,3,6,0.39,39,4
2026-09-28,SEC-B02,6,9,0.72,72,9
2026-09-28,SEC-B02,9,12,0.71,71,4
2026-09-28,SEC-B02,12,15,0.53,53,5
2026-09-28,SEC-B02,15,18,0.52,52,1
2026-09-28,SEC-B02,18,21,0.67,67,7
2026-09-28,SEC-B02,21,24,0.59,59,10
2026-09-28,SEC-C01,0,3,0.24,24,0
2026-09-28,SEC-C01,3,6,0.11,11,2
2026-09-28,SEC-C01,6,9,0.49,49,1
2026-09-28,SEC-C01,9,12,0.35,35,3
2026-09-28,SEC-C01,12,15,0.41,41,1
2026-09-28,SEC-C01,15,18,0.3,30,2
2026-09-28,SEC-C01,18,21,0.43,43,0
2026-09-28,SEC-C01,21,24,0.4,40,0
2026-09-29,SEC-A01,0,3,0.62,62,0
2026-09-29,SEC-A01,3,6,0.73,73,4
2026-09-29,SEC-A01,6,9,0.69,69,6
2026-09-29,SEC-A01,9,12,0.92,92,2
2026-09-29,SEC-A01,12,15,0.74,74,7
2026-09-29,SEC-A01,15,18,0.65,65,7
2026-09-29,SEC-A01,18,21,0.78,78,10
2026-09-29,SEC-A01,21,24,0.94,94,6
2026-09-29,SEC-A02,0,3,0.58,58,5
2026-09-29,SEC-A02,3,6,0.57,57,7
2026-09-29,SEC-A02,6,9,0.91,91,2
2026-09-29,SEC-A02,9,12,0.86,86,5
2026-09-29,SEC-A02,12,15,0.66,66,6
2026-09-29,SEC-A02,15,18,0.73,73,10
2026-09-29,SEC-A02,18,21,0.78,78,5
2026-09-29,SEC-A02,21,24,0.91,91,9
2026-09-29,SEC-B01,0,3,0.5,50,5
2026-09-29,SEC-B01,3,6,0.47,47,1
2026-09-29,SEC-B01,6,9,0.66,66,0
2026-09-29,SEC-B01,9,12,0.75,75,2
2026-09-29,SEC-B01,12,15,0.52,52,2
2026-09-29,SEC-B01,15,18,0.45,45,3
2026-09-29,SEC-B01,18,21,0.67,67,1
2026-09-29,SEC-B01,21,24,0.77,77,7
2026-09-29,SEC-B02,0,3,0.38,38,2
2026-09-29,SEC-B02,3,6,0.42,42,1
2026-09-29,SEC-B02,6,9,0.66,66,0
2026-09-29,SEC-B02,9,12,0.64,64,2
2026-09-29,SEC-B02,12,15,0.46,46,1
2026-09-29,SEC-B02,15,18,0.59,59,8
2026-09-29,SEC-B02,18,21,0.78,78,9
2026-09-29,SEC-B02,21,24,0.65,65,7
2026-09-29,SEC-C01,0,3,0.19,19,2
2026-09-29,SEC-C01,3,6,0.15,15,1
2026-09-29,SEC-C01,6,9,0.46,46,5
2026-09-29,SEC-C01,9,12,0.51,51,1
2026-09-29,SEC-C01,12,15,0.35,35,3
2026-09-29,SEC-C01,15,18,0.32,32,0
2026-09-29,SEC-C01,18,21,0.4,40,0
2026-09-29,SEC-C01,21,24,0.37,37,5
2026-09-30,SEC-A01,0,3,0.69,69,5
2026-09-30,SEC-A01,3,6,0.69,69,5
2026-09-30,SEC-A01,6,9,0.75,75,9
2026-09-30,SEC-A01,9,12,0.94,94,5
2026-09-30,SEC-A01,12,15,0.75,75,5
2026-09-30,SEC-A01,15,18,0.8,80,0
2026-09-30,SEC-A01,18,21,0.76,76,1
2026-09-30,SEC-A01,21,24,0.76,76,7
2026-09-30,SEC-A02,0,3,0.63,63,8
2026-09-30,SEC-A02,3,6,0.67,67,3
2026-09-30,SEC-A02,6,9,0.95,95,3
2026-09-30,SEC-A02,9,12,0.88,88,2
2026-09-30,SEC-A02,12,15,0.71,71,5
2026-09-30,SEC-A02,15,18,0.66,66,10
2026-09-30,SEC-A02,18,21,0.91,91,10
2026-09-30,SEC-A02,21,24,0.78,78,8
2026-09-30,SEC-B01,0,3,0.54,54,2
2026-09-30,SEC-B01,3,6,0.42,42,4
2026-09-30,SEC-B01,6,9,0.74,74,6
2026-09-30,SEC-B01,9,12,0.68,68,8
2026-09-30,SEC-B01,12,15,0.51,51,4
2026-09-30,SEC-B01,15,18,0.49,49,4
2026-09-30,SEC-B01,18,21,0.62,62,9
2026-09-30,SEC-B01,21,24,0.67,67,3
2026-09-30,SEC-B02,0,3,0.44,44,3
2026-09-30,SEC-B02,3,6,0.4,40,5
2026-09-30,SEC-B02,6,9,0.63,63,0
2026-09-30,SEC-B02,9,12,0.64,64,7
2026-09-30,SEC-B02,12,15,0.39,39,5
2026-09-30,SEC-B02,15,18,0.55,55,9
2026-09-30,SEC-B02,18,21,0.58,58,8
2026-09-30,SEC-B02,21,24,0.57,57,4
2026-09-30,SEC-C01,0,3,0.14,14,4
2026-09-30,SEC-C01,3,6,0.13,13,3
2026-09-30,SEC-C01,6,9,0.36,36,0
2026-09-30,SEC-C01,9,12,0.4,40,2
2026-09-30,SEC-C01,12,15,0.44,44,2
2026-09-30,SEC-C01,15,18,0.29,29,0
2026-09-30,SEC-C01,18,21,0.45,45,3
2026-09-30,SEC-C01,21,24,0.46,46,4
2026-10-01,SEC-A01,0,3,0.65,65,10
2026-10-01,SEC-A01,3,6,0.64,64,1
2026-10-01,SEC-A01,6,9,0.77,77,7
2026-10-01,SEC-A01,9,12,0.93,93,6
2026-10-01,SEC-A01,12,15,0.83,83,7
2026-10-01,SEC-A01,15,18,0.62,62,9
2026-10-01,SEC-A01,18,21,0.78,78,9
2026-10-01,SEC-A01,21,24,0.82,82,3
2026-10-01,SEC-A02,0,3,0.58,58,5
2026-10-01,SEC-A02,3,6,0.67,67,9
2026-10-01,SEC-A02,6,9,0.8,80,3
2026-10-01,SEC-A02,9,12,0.97,97,7
2026-10-01,SEC-A02,12,15,0.79,79,4
2026-10-01,SEC-A02,15,18,0.73,73,4
2026-10-01,SEC-A02,18,21,0.9,90,10
2026-10-01,SEC-A02,21,24,0.91,91,0
2026-10-01,SEC-B01,0,3,0.41,41,1
2026-10-01,SEC-B01,3,6,0.39,39,5
2026-10-01,SEC-B01,6,9,0.64,64,9
2026-10-01,SEC-B01,9,12,0.69,69,4
2026-10-01,SEC-B01,12,15,0.53,53,3
2026-10-01,SEC-B01,15,18,0.43,43,2
2026-10-01,SEC-B01,18,21,0.59,59,0
2026-10-01,SEC-B01,21,24,0.64,64,8
2026-10-01,SEC-B02,0,3,0.44,44,1
2026-10-01,SEC-B02,3,6,0.56,56,0
2026-10-01,SEC-B02,6,9,0.56,56,3
2026-10-01,SEC-B02,9,12,0.67,67,7
2026-10-01,SEC-B02,12,15,0.61,61,3
2026-10-01,SEC-B02,15,18,0.66,66,6
2026-10-01,SEC-B02,18,21,0.62,62,0
2026-10-01,SEC-B02,21,24,0.67,67,6
2026-10-01,SEC-C01,0,3,0.27,27,0
2026-10-01,SEC-C01,3,6,0.25,25,0
2026-10-01,SEC-C01,6,9,0.43,43,2
2026-10-01,SEC-C01,9,12,0.47,47,4
2026-10-01,SEC-C01,12,15,0.17,17,4
2026-10-01,SEC-C01,15,18,0.36,36,3
2026-10-01,SEC-C01,18,21,0.45,45,0
2026-10-01,SEC-C01,21,24,0.43,43,4
2026-10-02,SEC-A01,0,3,0.76,76,10
2026-10-02,SEC-A01,3,6,0.6,60,4
2026-10-02,SEC-A01,6,9,0.82,82,9
2026-10-02,SEC-A01,9,12,0.96,96,10
2026-10-02,SEC-A01,12,15,0.67,67,0
2026-10-02,SEC-A01,15,18,0.69,69,7
2026-10-02,SEC-A01,18,21,0.83,83,9
2026-10-02,SEC-A01,21,24,0.89,89,3
2026-10-02,SEC-A02,0,3,0.65,65,8
2026-10-02,SEC-A02,3,6,0.56,56,10
2026-10-02,SEC-A02,6,9,0.81,81,8
2026-10-02,SEC-A02,9,12,0.8,80,4
2026-10-02,SEC-A02,12,15,0.72,72,1
2026-10-02,SEC-A02,15,18,0.75,75,3
2026-10-02,SEC-A02,18,21,0.87,87,6
2026-10-02,SEC-A02,21,24,0.73,73,8
2026-10-02,SEC-B01,0,3,0.5,50,5
2026-10-02,SEC-B01,3,6,0.46,46,2
2026-10-02,SEC-B01,6,9,0.72,72,2
2026-10-02,SEC-B01,9,12,0.67,67,8
2026-10-02,SEC-B01,12,15,0.59,59,10
2026-10-02,SEC-B01,15,18,0.55,55,3
2026-10-02,SEC-B01,18,21,0.72,72,0
2026-10-02,SEC-B01,21,24,0.67,67,10
2026-10-02,SEC-B02,0,3,0.43,43,3
2026-10-02,SEC-B02,3,6,0.58,58,1
2026-10-02,SEC-B02,6,9,0.69,69,5
2026-10-02,SEC-B02,9,12,0.67,67,10
2026-10-02,SEC-B02,12,15,0.44,44,1
2026-10-02,SEC-B02,15,18,0.44,44,3
2026-10-02,SEC-B02,18,21,0.66,66,0
2026-10-02,SEC-B02,21,24,0.65,65,1
2026-10-02,SEC-C01,0,3,0.2,20,1
2026-10-02,SEC-C01,3,6,0.25,25,5
2026-10-02,SEC-C01,6,9,0.54,54,5
2026-10-02,SEC-C01,9,12,0.48,48,2
2026-10-02,SEC-C01,12,15,0.25,25,1
2026-10-02,SEC-C01,15,18,0.31,31,5
2026-10-02,SEC-C01,18,21,0.39,39,2
2026-10-02,SEC-C01,21,24,0.42,42,5
2026-10-03,SEC-A01,0,3,0.62,62,4
2026-10-03,SEC-A01,3,6,0.61,61,6
2026-10-03,SEC-A01,6,9,0.76,76,2
2026-10-03,SEC-A01,9,12,0.83,83,6
2026-10-03,SEC-A01,12,15,0.69,69,3
2026-10-03,SEC-A01,15,18,0.54,54,5
2026-10-03,SEC-A01,18,21,0.96,96,2
2026-10-03,SEC-A01,21,24,0.91,91,5
2026-10-03,SEC-A02,0,3,0.62,62,1
2026-10-03,SEC-A02,3,6,0.64,64,4
2026-10-03,SEC-A02,6,9,0.77,77,4
2026-10-03,SEC-A02,9,12,0.94,94,8
2026-10-03,SEC-A02,12,15,0.83,83,8
2026-10-03,SEC-A02,15,18,0.73,73,10
2026-10-03,SEC-A02,18,21,0.9,90,1
2026-10-03,SEC-A02,21,24,0.85,85,1
2026-10-03,SEC-B01,0,3,0.36,36,1
2026-10-03,SEC-B01,3,6,0.42,42,0
2026-10-03,SEC-B01,6,9,0.65,65,0
2026-10-03,SEC-B01,9,12,0.61,61,3
2026-10-03,SEC-B01,12,15,0.51,51,0
2026-10-03,SEC-B01,15,18,0.51,51,2
2026-10-03,SEC-B01,18,21,0.64,64,2
2026-10-03,SEC-B01,21,24,0.64,64,1
2026-10-03,SEC-B02,0,3,0.38,38,3
2026-10-03,SEC-B02,3,6,0.4,40,2
2026-10-03,SEC-B02,6,9,0.56,56,1
2026-10-03,SEC-B02,9,12,0.7,70,8
2026-10-03,SEC-B02,12,15,0.39,39,4
2026-10-03,SEC-B02,15,18,0.59,59,7
